firm_id,date,text
Tesla,2025-2,14:56:17  [RTRS] (TSLA.O GM.N) - Senate Republicans seek to end EV tax credit by September 30 (UPDATE 1) -
Tesla,2025-2,23:58:12  [YAHNEX] (TSLA.O) - Analyst revisits Tesla stock rating as Musk targets OpenAI takeover -
Tesla,2025-2,"23:56:51  [BENZIN] (TSLA.O) - Tesla 'Still On Track' To Launch Autonomous Ride Hailing In Austin By June, Says Elon Musk: '...It Only Gets Better From Here' -"
Tesla,2025-2,23:52:20  [FIRSTP] (TSLA.O) - Why is Elon Musk looking to Texas to launch Tesla's robotaxis? -
Tesla,2025-2,"23:52:11  [GLOBEA] (.GDAXI .IXIC) - Tesla (TSLA: $350.73) - PRE-MARKET CONFIRMATORY BEARISH SIGNAL FROM ITS GERMAN LISTING Tuesday February 11, 2025 07:02 EST -"
Tesla,2025-2,23:51:19  [ABCNEY] (TSLA.O) - How Elon Musk's crusade against government could benefit Tesla -
Tesla,2025-2,"23:47:22  [GLOBEA] (.GDAXI .IXIC) - THE NASDAQ PRE-MARKET BEARISH STOCK SNIPPETS TESLA (TSLA: $350.73) Tuesday February 11, 2025 07:02 EST -"
Tesla,2025-2,"23:47:20  [GLOBEA] (.GDAXI TSLA.O) - Tesla (TSLA: $350.73) loses $35 billion (3.0%) in MCap, steepest heavyweight fall in NASDAQ-100 Index Tuesday February 11, 2025 07:02 EST -"
Tesla,2025-2,"23:47:15  [GLOBEA] (TSLA.O .NDX) - Falls in the heavyweights Monthly: Tesla (TSLA: $350.73) loses $138 billion in MCap in past month, biggest drop in Auto sector -"
Tesla,2025-2,23:42:10  [ECOCOM] (TSLA.O) - Has Elon Musk-led DOGE burned through nearly $7 million in taxpayer funds in just a week? Here's what Mark Cuban is saying -
Tesla,2025-2,23:41:26  [WNCOMA] (TSLA.O) - Tesla begins production at Shanghai Megapack Factory amid intensifying price war -
Tesla,2025-2,23:41:18  [MINDUS] (TSLA.O VOLVb.ST) - Finland: Volvo EX30 becomes best-selling electric car in Finland -
Tesla,2025-2,"23:40:22  [CERGEM] (TSLA.O) - Prairie Wealth Advisors Inc. Purchases 69 Shares of Tesla, Inc. (NASDAQ:TSLA) -"
Tesla,2025-2,"23:40:14  [TALKMA] (TSLA.O) - Tesla Exec Tells Jay Leno: Cybercabs Will Begin ""Rolling Around"" In Austin, Texas, In June -"
Tesla,2025-2,"23:40:00  [CNEVPO] (TSLA.O) - Tesla sells 33,703 cars in China in Jan, exports 29,535 from Shanghai plant -"
Tesla,2025-2,"23:38:49  [TALKMA] (TSLA.O) - Tesla Exec Tells Jay Leno: Cybercabs Will Begin ""Rolling Around"" In Austin, Texas, In June -"
Tesla,2025-2,"23:38:11  [STOOBS] (TSLA.O) - Ameliora Wealth Management Ltd. Buys 470 Shares of Tesla, Inc. (NASDAQ:TSLA) -"
Tesla,2025-2,"23:37:20  [CERGEM] (TSLA.O) - 700,945 Shares in Tesla, Inc. (NASDAQ:TSLA) Bought by BSN CAPITAL PARTNERS Ltd -"
Tesla,2025-2,"23:37:02  [TALKMA] (TSLA.O) - Tesla Exec Tells Jay Leno: Cybercabs Will Begin ""Rolling Around"" In Austin, Texas, In June -"
Tesla,2025-2,"23:36:32  [STOOBS] (TSLA.O) - Global X Japan Co. Ltd. Has $38.25 Million Stock Holdings in Tesla, Inc. (NASDAQ:TSLA) -"
Tesla,2025-2,23:32:43  [INSMAG] (TSLA.OQ TSLA.O) - Elon Musk's latest insurance move could be the start of something big -
Tesla,2025-2,"23:21:58  [BENZIN] (TSLA.O UBER.N) - Former Exec Sees Tesla Taking Over Uber In Ride Hail With Robotaxis, But This Fund Manager Believes Elon Musk's EV Giant Won't Have A Network As Large -"
Tesla,2025-2,23:21:24  [RTRS] (TSLA.O 9868.HK) - What autonomous driving features are available in China? (EXPLAINER) -
Tesla,2025-2,22:56:09  [MSNSOU] (TSLA.O) - READ: Nota Baloyi sides with Elon Musk in bashing EFF leader Julius Malema -
Tesla,2025-2,22:39:46  [FINDEH] (TSLA.O) - Tesla begins production at Shanghai Megapack Factory amid intensifying price war -
Tesla,2025-2,22:36:14  [PVMAGA] (TSLA.O) - Tesla begins production at Shanghai Megapack Factory amid intensifying price war -
Tesla,2025-2,"22:27:40  [WATNEW] (TSLA.O) - BSN CAPITAL PARTNERS Ltd Buys Shares of 700,945 Tesla, Inc. (NASDAQ:TSLA) -"
