firm_id,date,roe,debt_ratio,gross_margin,inventory_turnover,current_ratio,cash_shortterm,total_assets
tesla,2024/9,0.1348000385017637,0.1088997626691994,0.19839986063215162,6.260000206077054,1.839999901055937,33648.00000023387,119852.00000028877
tesla,2024/10,0.13480007288565776,0.10890013194948177,0.19840018676525115,6.259999950271019,1.839999740096037,33648.00000010746,119852.00000001797
tesla,2024/11,0.13130001408527261,0.11159972817097863,0.162599727,5.620000286789331,2.020000007693303,36562.99999998402,122070.00000024553
tesla,2024/12,0.13129992287027925,0.11160022554405802,0.16260015248125048,5.619999823130354,2.0200000905353814,36563.000000076514,122070.00000006553
tesla,2025/1,0.10949982691210354,0.09990027,0.1630997161519125,5.300000210507782,1.9999998265903192,36995.99999994165,125110.99999987235
tesla,2025/2,0.10950027236143742,0.099900047,0.16309978909682354,5.300000040803651,2.000000160147634,36995.99999980317,125111.00000021204
tesla,2025/3,0.10949996973658861,0.099899756,0.16310004535527564,5.299999947846953,1.9999999691151675,36995.99999992082,125110.99999980738
tesla,2025/4,0.10950024377381792,0.099900114,0.16309995597813087,5.299999994537414,1.999999853,36996.000000226275,125111.00000010898
tesla,2025/5,0.10949996414591333,0.099899853,0.16310029388647648,5.300000128146395,1.9999997971610364,36995.99999991688,125111.00000018248
tesla,2025/6,0.10950018862195487,0.099899859,0.16309978817035217,5.299999776493497,2.0000000936960274,36995.999999786094,125110.99999995566
